Incident,Call Date,Call Time,Location,Nature,Disposition,Report Number,District
2022285352,10/3/22,17:08:58,BASKIN ST,53 - OVERDOSE,R - WITH REPORT,2022-735004,4C3
2022285256,10/3/22,15:21:44,RIVA RD,53 - OVERDOSE,X - NO REPORT,,4A2
2022284933,10/3/22,10:35:49,HAMMONDS LN,53 - OVERDOSE,R - WITH REPORT,2022-734948,2B2
2022284460,10/2/22,22:15:27,BERGER ST,53 - OVERDOSE,R - WITH REPORT,2022-734890,5B1
2022283992,10/2/22,4:45:35,CHURCH ST,53 - OVERDOSE,X - NO REPORT,,2A1
2022283333,10/1/22,6:04:03,MARGATE DR,53 - OVERDOSE,R - WITH REPORT,2022-734674,2C2
2022282681,9/30/22,13:00:41,ANDOVER RD,53 - OVERDOSE,R - WITH REPORT,2022-734569,2B1
2022281872,9/29/22,19:07:04,MEADE VILLAGE CIR,53 - OVERDOSE,R - WITH REPORT,2022-734478,5B2
2022281224,9/29/22,8:41:11,CEDAR DR,53 - OVERDOSE,R - WITH REPORT,2022-734383,2D3
2022280555,9/28/22,15:04:10,OAK BLUFF RD,53 - OVERDOSE,R - WITH REPORT,2022-734301,4B3
2022280394,9/28/22,12:32:44,HOLLINS FERRY RD S,53 - OVERDOSE,R - WITH REPORT,2022-734283,2B3
2022279542,9/27/22,18:07:47,SOUTH CAROLINA AVE,53 - OVERDOSE,X - NO REPORT,,3A4
2022279389,9/27/22,15:39:58,LEE AIRPARK DR,53 - OVERDOSE,R - WITH REPORT,2022-734174,4B2
2022279179,9/27/22,12:42:06,A ST,53 - OVERDOSE,R - WITH REPORT,2022-734149,3A4
2022278600,9/26/22,22:44:20,ARDENWOOD TER,53 - OVERDOSE,X - NO REPORT,,5D2
2022278519,9/26/22,20:11:46,20TH ST,53 - OVERDOSE,R - WITH REPORT,2022-734074,PMO
2022277875,9/26/22,8:13:17,STOCKETTS RUN RD,53 - OVERDOSE,X - NO REPORT,,4B1
2022277504,9/25/22,20:17:01,OLD BIRDSVILLE RD,53 - OVERDOSE,X - NO REPORT,,4B2
2022277020,9/25/22,9:21:51,TALL PINES CT/ELVATON RD,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,3B2
2022277019,9/25/22,9:21:06,TALL PINES CT/ELVATON RD,53 - OVERDOSE,R - WITH REPORT,2022-733865,3B2
2022276733,9/24/22,23:15:41,WOMACK DR,53 - OVERDOSE,R - WITH REPORT,2022-733840,4A2
2022276692,9/24/22,22:15:48,INTERNATIONAL DR,53 - OVERDOSE,R - WITH REPORT,2022-733833,2B1
2022276662,9/24/22,21:43:37,CIRCLE DR,53 - OVERDOSE,R - WITH REPORT,2022-733831,5D3
2022276618,9/24/22,20:56:11,FOXFARM LN,53 - OVERDOSE,X - NO REPORT,,3B2
2022276580,9/24/22,20:06:01,RITCHIE HWY/SYCAMORE DR,53 - OVERDOSE,X - NO REPORT,,2A2
2022276450,9/24/22,16:57:18,MEADE VILLAGE CIR,53 - OVERDOSE,R - WITH REPORT,2022-733805,5B2
2022276397,9/24/22,16:03:29,MEADE VILLAGE CIR,53 - OVERDOSE,R - WITH REPORT,2022-733796,5B2
2022276329,9/24/22,14:35:23,KING MALCOLM AVE,53 - OVERDOSE,X - NO REPORT,,5C3
2022276322,9/24/22,14:31:05,COOL BREEZE CT,53 - OVERDOSE,R - WITH REPORT,2022-733791,3C1
2022275979,9/24/22,4:08:19,EVERGREEN RD,53 - OVERDOSE,X - NO REPORT,,5C1
2022275801,9/23/22,23:03:15,CENTRAL AVE E,53 - OVERDOSE,R - WITH REPORT,2022-733722,4B3
2022275789,9/23/22,22:50:44,FLINTSHIRE CT,53 - OVERDOSE,R - WITH REPORT,2022-733720,3A2
2022275709,9/23/22,20:52:28,FAIRHAVEN LN,53 - OVERDOSE,R - WITH REPORT,2022-733716,5D2
2022275569,9/23/22,17:52:44,WELLESLEY CT,53 - OVERDOSE,X - NO REPORT,,3A2
2022275485,9/23/22,16:26:08,CEDAR FURNACE CIR,53 - OVERDOSE,R - WITH REPORT,2022-733686,2B3
2022275474,9/23/22,16:15:01,ARUNDEL MILLS CIR,53 - OVERDOSE,R - WITH REPORT,2022-733685,5.00E+02
2022275223,9/23/22,12:51:34,"HILLVIEW DR,",53 - OVERDOSE,X - NO REPORT,,2B2
2022274444,9/22/22,18:56:16, PLEASANTVILLE DR,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,2B3
2022274442,9/22/22,18:56:07, PLEASANTVILLE DR,53 - OVERDOSE,R - WITH REPORT,2022-733590,2B3
2022274318,9/22/22,16:32:50,RITCHIE HWY,53 - OVERDOSE,X - NO REPORT,2022-733566,2A1
2022274219,9/22/22,14:49:58,TELEGRAPH RD/REECE RD,53 - OVERDOSE,R - WITH REPORT,2022-733555,5C1
2022273748,9/22/22,7:54:22,ADMIRAL COCHRANE DR,53 - OVERDOSE,R - WITH REPORT,2022-733486,4A2
2022273626,9/22/22,4:36:58,GEORGIA AVE NE,53 - OVERDOSE,R - WITH REPORT,2022-733482,2C1
2022273308,9/21/22,19:04:15,RITCHIE HWY,53 - OVERDOSE,R - WITH REPORT,2022-733433,2A1
2022272963,9/21/22,13:20:40,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,R - WITH REPORT,2022-733373,2B3
2022272811,9/21/22,10:55:03,CRAIN HWY N/FURNACE BRANCH RD W,53 - OVERDOSE,X - NO REPORT,,2C1
2022272292,9/20/22,22:27:51, FAIRLEA DR,53 - OVERDOSE,R - WITH REPORT,2022-733305,4B2
2022272175,9/20/22,19:14:02,DALES WAY DR,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,3C2
2022271810,9/20/22,13:15:04,KINGS RD,53 - OVERDOSE,R - WITH REPORT,2022-733224,3A2
2022270969,9/19/22,18:04:01,WARFIELD RD,53 - OVERDOSE,R - WITH REPORT,2022-733113,2A2
2022270887,9/19/22,16:24:30,ALLEY 84/MORGAN RD,53 - OVERDOSE,R - WITH REPORT,2022-733095,2A3
2022270454,9/19/22,10:16:20,BESTGATE RD,53 - OVERDOSE,X - NO REPORT,,4A1
2022269601,9/18/22,12:30:59,HARRIET DR,53 - OVERDOSE,R - WITH REPORT,2022-732941,2D3
2022269591,9/18/22,12:18:45,GREENLEAF TER,53 - OVERDOSE,X - NO REPORT,,3B1
2022269089,9/17/22,22:31:20,NORTHRIDGE WAY,53 - OVERDOSE,R - WITH REPORT,2022-732889,3C3
2022268712,9/17/22,13:06:14,RITCHIE HWY,53 - OVERDOSE,X - NO REPORT,,2A1
2022268671,9/17/22,12:12:02,SUNSHINE CT,53 - OVERDOSE,R - WITH REPORT,2022-732820,3B2
2022268186,9/16/22,22:17:25,DORIS AVE,53 - OVERDOSE,X - NO REPORT,,2A1
2022267866,9/16/22,15:38:21,VALLEY CREEK RD,53 - OVERDOSE,R - WITH REPORT,2022-732733,5C1
2022266983,9/15/22,21:01:04,WEST CT,53 - OVERDOSE,X - NO REPORT,,5C1
2022266643,9/15/22,14:54:45, JAY CT,53 - OVERDOSE,R - WITH REPORT,2022-732580,2D1
2022265225,9/14/22,12:27:25,BROOKWOOD RD,53 - OVERDOSE,X - NO REPORT,,2A1
2022265070,9/14/22,10:13:03,CAYER DR,53 - OVERDOSE,X - NO REPORT,,2D1
2022264047,9/13/22,13:52:04,SAINT MARGARETS DR,53 - OVERDOSE,R - WITH REPORT,2022-732269,3D2
2022263970,9/13/22,12:19:40,GLEN RIDGE CIR,53 - OVERDOSE,X - NO REPORT,,2C1
2022262608,9/12/22,8:32:08,BALLMAN CT,53 - OVERDOSE,R - WITH REPORT,2022-732075,2A1
2022261559,9/11/22,0:37:41,WESTPORT BAY DR,53 - OVERDOSE,X - NO REPORT,,3B2
2022261503,9/10/22,23:28:48,STONEY HILL CT,53 - OVERDOSE,R - WITH REPORT,2022-731950,5C3
2022261134,9/10/22,14:43:36,RITCHIE HWY/BELLE GROVE RD,53 - OVERDOSE,X - NO REPORT,,2A3
2022260059,9/9/22,14:13:50,PRINCE CHARLES AVE,53 - OVERDOSE,X - NO REPORT,,5C3
2022259911,9/9/22,12:21:43,WOODHOLME CIR,53 - OVERDOSE,X - NO REPORT,,3C1
2022259287,9/8/22,22:35:00,GARRETT RD,53 - OVERDOSE,X - NO REPORT,,2C1
2022259221,9/8/22,20:47:16,HARTFORD RD,53 - OVERDOSE,X - NO REPORT,,4B1
2022259052,9/8/22,17:49:01,VALIANT CIR,53 - OVERDOSE,X - NO REPORT,,3B2
2022258996,9/8/22,16:46:15,MILTON CT,53 - OVERDOSE,R - WITH REPORT,2022-731647,2C1
2022256732,9/6/22,18:18:36,RANDELL RD,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,3D1
2022254851,9/4/22,22:48:38,DONNA DR,53 - OVERDOSE,X - NO REPORT,,3A3
2022254199,9/4/22,2:42:01,BROADVIEW BLVD S,53 - OVERDOSE,X - NO REPORT,,2B3
2022254160,9/4/22,1:28:19,CAMP MEADE RD N,53 - OVERDOSE,X - NO REPORT,,2B2
2022254016,9/3/22,23:00:43,CRAIN HWY N,53 - OVERDOSE,R - WITH REPORT,2022-731046,2C1
2022253913,9/3/22,20:29:20,WINBORNE DR,53 - OVERDOSE,R - WITH REPORT,2022-731032,2D3
2022253721,9/3/22,15:55:46,HAMELLA CT,53 - OVERDOSE,X - NO REPORT,,3B3
2022253702,9/3/22,15:24:37,OAKDALE RD,53 - OVERDOSE,R - WITH REPORT,2022-731004,2B1
2022253643,9/3/22,14:16:49,ARUNDEL MILLS CIR,53 - OVERDOSE,R - WITH REPORT,2022-731001,5.00E+02
2022253073,9/2/22,21:08:56,1ST ST,53 - OVERDOSE,R - WITH REPORT,2022-730921,4C1
2022253015,9/2/22,19:47:24,CAMBRIDGE DR,53 - OVERDOSE,R - WITH REPORT,2022-730910,5D2
2022252891,9/2/22,17:33:30,LINDERA CT,53 - OVERDOSE,X - NO REPORT,,2B3
2022252578,9/2/22,13:25:18,WINTERSON RD,53 - OVERDOSE,R - WITH REPORT,2022-730859,2B1
2022252450,9/2/22,11:39:13,FAIRHILL DR,53 - OVERDOSE,R - WITH REPORT,2022-730848,4B3
2022251842,9/1/22,22:55:42,8TH AVE,53 - OVERDOSE,R - WITH REPORT,2022-730793,2A3
2022251825,9/1/22,22:15:22,GARRETT RD,53 - OVERDOSE,X - NO REPORT,,2C1
2022251813,9/1/22,21:47:23,JAGUAR DR,53 - OVERDOSE,X - NO REPORT,,4C1
2022251132,9/1/22,9:42:13,FURNACE BRANCH RD E,53 - OVERDOSE,X - NO REPORT,,2C2
2022247968,8/29/22,18:23:57,ARUNDEL MILLS BLVD,53 - OVERDOSE,X - NO REPORT,,5.00E+03
2022247829,8/29/22,16:05:15,COLONIAL RIDGE LN,53 - OVERDOSE,R - WITH REPORT,2022-730337,3D2
2022247789,8/29/22,15:28:33,TALL PINES CT,53 - OVERDOSE,X - NO REPORT,,3B2
2022247070,8/29/22,7:03:46,RITCHIE HWY,53 - OVERDOSE,X - NO REPORT,,2A3
2022247049,8/29/22,6:21:45,BRUCE AVE,53 - OVERDOSE,X - NO REPORT,,5C3
2022245951,8/27/22,22:24:10,NARRAGANSETT AVE/MAGNOLIA AVE,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,4A3
2022245912,8/27/22,21:22:35,BRIARVIEW CT,53 - OVERDOSE,R - WITH REPORT,2022-730131,5B2
2022245862,8/27/22,20:13:54,MEADE VILLAGE CIR,53 - OVERDOSE,R - WITH REPORT,2022-730120,5B2
2022245708,8/27/22,17:13:24,JAGUAR DR,53 - OVERDOSE,R - WITH REPORT,2022-730102,4C1
2022245138,8/27/22,0:36:44,CHESAPEAKE CENTER DR,53 - OVERDOSE,X - NO REPORT,,2C2
2022244271,8/26/22,5:29:01,LAUREL FORT MEADE RD,53 - OVERDOSE,R - WITH REPORT,2022-729911,5A2
2022243995,8/25/22,22:06:20,BERGER ST,53 - OVERDOSE,R - WITH REPORT,2022-729892,5B1
2022243978,8/25/22,21:43:51,CHADWICK CT,53 - OVERDOSE,R - WITH REPORT,2022-729884,3A2
2022242844,8/24/22,19:14:28,ARUNDEL MILLS BLVD,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,5.00E+03
2022242722,8/24/22,16:39:59,PRINCE CHARLES AVE,53 - OVERDOSE,R - WITH REPORT,2022-729736,5C3
2022242620,8/24/22,14:52:18,CIRCLE DR,53 - OVERDOSE,X - NO REPORT,,5D3
2022242594,8/24/22,14:18:51,VETERANS HWY,53 - OVERDOSE,X - NO REPORT,,3B3
2022242574,8/24/22,13:55:21,LAUREL FORT MEADE RD,53 - OVERDOSE,R - WITH REPORT,2022-729708,5A2
2022242294,8/24/22,9:13:31,SHADY SIDE RD,53 - OVERDOSE,R - WITH REPORT,2022-729672,4C2
2022242169,8/24/22,5:56:23,MOUNTAIN RD,53 - OVERDOSE,R - WITH REPORT,2022-729659,3A2
2022242153,8/24/22,4:24:30,QUEENSTOWN RD,53 - OVERDOSE,R - WITH REPORT,2022-729657,5C1
2022242066,8/24/22,1:44:22,CHESTON LN,53 - OVERDOSE,R - WITH REPORT,2022-729652,5A3
2022241850,8/23/22,19:47:05,MORAINE DR,53 - OVERDOSE,X - NO REPORT,,5A3
2022241733,8/23/22,17:30:33,CENTENNIAL CIR,53 - OVERDOSE,R - WITH REPORT,2022-729599,2B3
2022241711,8/23/22,17:09:19,TILGHMAN DR,53 - OVERDOSE,X - NO REPORT,,5D2
2022241574,8/23/22,14:20:20,WILLING CT,53 - OVERDOSE,X - NO REPORT,,2D3
2022241514,8/23/22,13:06:16,RITCHIE HWY,53 - OVERDOSE,X - NO REPORT,,2A2
2022240703,8/22/22,16:49:09,PASADENA RD,53 - OVERDOSE,X - NO REPORT,,3C2
2022239947,8/21/22,19:35:14,CRAIN HWY N/FURNACE BRANCH RD W,53 - OVERDOSE,X - NO REPORT,,2C1
2022239921,8/21/22,19:06:23,STONE WHEEL CT W,53 - OVERDOSE,R - WITH REPORT,2022-729360,3B3
2022239603,8/21/22,11:44:43,RITCHIE HWY,53 - OVERDOSE,R - WITH REPORT,2022-729315,2B3
2022239553,8/21/22,10:35:54,DUNLAP RD,53 - OVERDOSE,R - WITH REPORT,2022-729309,3A1
2022239234,8/20/22,23:58:47,GARRETT RD,53 - OVERDOSE,R - WITH REPORT,2022-729272,2C1
2022238786,8/20/22,14:45:43,QUEENS PARK RD,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,3A2
2022238450,8/20/22,3:03:03,ARUNDEL MILLS CIR,53 - OVERDOSE,R - WITH REPORT,2022-729182,5.00E+01
2022238430,8/20/22,2:12:29,STONINGTON DR,53 - OVERDOSE,R - WITH REPORT,2022-729180,3D2
2022238137,8/19/22,19:25:41,WOODHILL DR,53 - OVERDOSE,R - WITH REPORT,2022-729151,2D1
2022237998,8/19/22,16:50:12,RITCHIE HWY,53 - OVERDOSE,R - WITH REPORT,2022-729122,2C1
2022237625,8/19/22,10:16:55,SHADY SIDE RD,53 - OVERDOSE,R - WITH REPORT,2022-729061,4C3
2022237557,8/19/22,9:26:05,BENESCH CIR,53 - OVERDOSE,X - NO REPORT,,2D3
2022237191,8/18/22,21:52:39,RITCHIE HWY,53 - OVERDOSE,R - WITH REPORT,2022-729018,2A3
2022236662,8/18/22,11:22:13,ADMIRAL COCHRANE DR,53 - OVERDOSE,R - WITH REPORT,2022-728938,4A2
2022235798,8/17/22,13:59:07,SOUTH RIVER RD S,53 - OVERDOSE,X - NO REPORT,,4B2
2022235766,8/17/22,13:25:46,MEADOW LN,53 - OVERDOSE,X - NO REPORT,,3A1
2022235407,8/17/22,7:55:07,PAMELA RD,53 - OVERDOSE,R - WITH REPORT,2022-728784,3B1
2022235332,8/17/22,4:19:48,VICTORY AVE,53 - OVERDOSE,R - WITH REPORT,2022-728776,2A1
2022235220,8/17/22,0:27:15,RITCHIE HWY,53 - OVERDOSE,X - NO REPORT,,2A2
2022234985,8/16/22,18:31:01,DORSEY DR,53 - OVERDOSE,X - NO REPORT,,4A2
2022233918,8/15/22,15:58:23,RITCHIE HWY/E ORDNANCE RD,53 - OVERDOSE,X - NO REPORT,,2A2
2022233736,8/15/22,12:10:41,WOODLAND MANOR DR,53 - OVERDOSE,R - WITH REPORT,2022-728562,5A2
2022233469,8/15/22,6:49:17,OLD CHANNEL RD,53 - OVERDOSE,R - WITH REPORT,2022-728519,5A2
2022233150,8/14/22,19:19:21,PEMBROOKE CT,53 - OVERDOSE,R - WITH REPORT,2022-728482,3B3
2022232643,8/14/22,5:11:22,MAPLE AVE,53 - OVERDOSE,R - WITH REPORT,2022-728429,4B3
2022232047,8/13/22,13:44:30,HILLVIEW DR,53 - OVERDOSE,R - WITH REPORT,2022-728358,2B2
2022231738,8/13/22,7:40:22,RITCHIE HWY,53 - OVERDOSE,X - NO REPORT,,2A1
2022231689,8/13/22,3:58:46,WENDOVER RD,53 - OVERDOSE,R - WITH REPORT,2022-728314,2D3
2022231358,8/12/22,20:58:20, HALF MOON GLN,53 - OVERDOSE,R - WITH REPORT,2022-728280,3A2
2022231148,8/12/22,16:30:07,GWYNNE AVE,53 - OVERDOSE,R - WITH REPORT,2022-728256,4C3
2022230635,8/12/22,5:07:33,SHADOW PARK DR/FINCHLEIGH ST,53 - OVERDOSE,X - NO REPORT,,5A2
2022230094,8/11/22,15:11:40,BELL TOWER XING,53 - OVERDOSE,X - NO REPORT,,3C1
2022229295,8/10/22,20:05:31,WELLHAM AVE,53 - OVERDOSE,X - NO REPORT,,2B3
2022229143,8/10/22,17:07:29,HAILE AVE,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,2A2
2022228744,8/10/22,10:08:03,FERNDALE RD,53 - OVERDOSE,X - NO REPORT,,2B3
2022228312,8/9/22,22:44:34,MUNDELL RD,53 - OVERDOSE,X - NO REPORT,,5A3
2022227181,8/8/22,20:17:51,CRAIN HWY S,53 - OVERDOSE,R - WITH REPORT,2022-727797,2D1
2022226633,8/8/22,10:12:42,RITCHIE HWY,53 - OVERDOSE,R - WITH REPORT,2022-727702,2A1
2022225953,8/7/22,16:32:44,MIDDLEGATE CT,53 - OVERDOSE,X - NO REPORT,,3A2
2022225920,8/7/22,15:59:05,1ST AVE S,53 - OVERDOSE,X - NO REPORT,,2B3
2022225347,8/6/22,22:26:18, BENESCH CIR,53 - OVERDOSE,X - NO REPORT,,2D3
2022224811,8/6/22,10:58:56,HAMMONDS FERRY RD N,53 - OVERDOSE,R - WITH REPORT,2022-727499,2B1
2022224813,8/6/22,10:58:40,HAMMONDS FERRY RD N,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,2B1
2022224674,8/6/22,6:59:49,OLD MILL BOTTOM RD N,53 - OVERDOSE,R - WITH REPORT,2022-727482,3D3
2022224073,8/5/22,16:10:37,ATHERSTONE LN,53 - OVERDOSE,R - WITH REPORT,2022-727415,3D1
2022224061,8/5/22,15:58:54,JUNE WAY,53 - OVERDOSE,R - WITH REPORT,2022-727412,3A3
2022223977,8/5/22,14:36:12,NOLPARK CT,53 - OVERDOSE,X - NO REPORT,,3B1
2022223678,8/5/22,9:45:55,FORT SMALLWOOD RD/RIVIERA DR,53 - OVERDOSE,X - NO REPORT,,3A1
2022223285,8/4/22,21:22:40,GOLDSBOROUGH LN,53 - OVERDOSE,32 - PERIODIC CKS-PRIMARY 3,,5B1
2022222659,8/4/22,10:07:27,RITCHIE HWY,53 - OVERDOSE,32 - PERIODIC CKS-PRIMARY 3,,3C1
2022222646,8/4/22,9:55:05,ALLEY 68/5TH AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A3
2022222263,8/3/22,22:19:22,JEWELL RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-727182,4C3
2022222054,8/3/22,18:26:15,MOUNTAIN RD,53 - OVERDOSE,31 - CHECK VEH - PRIMARY 3,,2D2
2022221642,8/3/22,11:40:28,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-727099,2A3
2022221635,8/3/22,11:27:27,BACON RIDGE RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5D2
2022221556,8/3/22,9:59:33,WASENA AVE,53 - OVERDOSE,23 - DEATH 2,2022-727084,2A1
2022221026,8/2/22,18:42:57,SHAMROCK CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-727022,2C2
2022220830,8/2/22,15:38:02,FAYWOOD AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-726994,2D3
2022220728,8/2/22,13:17:31,RYAN RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3A4
2022219602,8/1/22,11:30:51,GEORGIA AVE NW,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2C1
2022219500,8/1/22,9:52:24,MOUNTAIN RD/BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2D3
2022218843,7/31/22,15:20:35,OLD MILL RD,53 - OVERDOSE,33 - ASSIST - PRIMARY 3,,3B3
2022218690,7/31/22,12:13:36,QUIET HOLLOW CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-726723,3B2
2022218572,7/31/22,9:57:31,CHESTNUT TRL,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-726716,5D3
2022218494,7/31/22,7:57:40,SOUTHERN HILLS DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-726711,3D2
2022218486,7/31/22,7:42:01,HOLLY AVE,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-726710,4C2
2022218271,7/30/22,23:30:50,LOCUST DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-726691,3A2
2022218147,7/30/22,20:43:07,RITCHIE HWY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-726676,2A3
2022218084,7/30/22,19:15:32,SHORE FOREST DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2D3
2022217881,7/30/22,14:14:34,MOUNTAIN RD,53 - OVERDOSE,51 - CHECK SUBJECT-PRIMARY3,,2D2
2022217739,7/30/22,11:52:06,1ST ST,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-726610,2A1
2022217490,7/30/22,4:08:49,210TH ST,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-726588,3A2
2022217266,7/29/22,22:14:34,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A3
2022217260,7/29/22,22:07:55,LONGWOOD AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2B3
2022217228,7/29/22,21:33:07,RETREAT CT,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,5C2
2022217114,7/29/22,18:53:21,ANNAPOLIS MALL,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,4A1
2022217003,7/29/22,16:43:02,BAYBERRY DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-726514,3C3
2022217001,7/29/22,16:39:46,DICUS MILL RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-726515,5C2
2022216933,7/29/22,15:36:08,WEST ST,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4A1
2022216861,7/29/22,13:59:49,RIVIERA DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-726488,5B2
2022216693,7/29/22,10:50:53,SEXTANT CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4A2
2022215948,7/28/22,14:55:53,BROOKWOOD RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-726372,2A1
2022215280,7/27/22,22:37:56,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2D2
2022215059,7/27/22,17:43:21,ELKRIDGE LANDING RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-726285,2B1
2022214947,7/27/22,15:33:58,ARUNDEL MILLS CIR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5.00E+02
2022214778,7/27/22,12:49:36,CIRCLE DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5D3
2022214384,7/27/22,7:53:47,MERRITT DR,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,5A2
2022213624,7/26/22,12:09:11,WILD CRANBERRY DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5D3
2022213519,7/26/22,10:36:44,HAWK CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-726108,5B1
2022213225,7/26/22,3:49:51,CEDAR HILL RD,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,2A2
2022212738,7/25/22,15:45:15,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A1
2022212205,7/25/22,7:11:08,CHESTER CIR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2D2
2022212138,7/25/22,2:58:49,HILLCREEK RD,53 - OVERDOSE,23 - DEATH 2,2022-725941,3A3
2022211958,7/24/22,22:58:51,RITCHIE HWY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2A3
2022210851,7/23/22,20:22:00,HAMMONDS FERRY RD S,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-725818,2B1
2022210787,7/23/22,19:20:18,ARUNDEL MILLS CIR,53 - OVERDOSE,11 - NARCOTICS - PRIMARY 2,2022-725815,5.00E+01
2022210726,7/23/22,18:07:32, MASHIE CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-725805,3D2
2022210556,7/23/22,15:03:16,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-725796,2D3
2022210547,7/23/22,14:55:39,FAIRFAX AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-725797,4C3
2022209971,7/23/22,0:06:27,SCOTT AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-725745,2D3
2022209669,7/22/22,18:36:19,CRAIN HWY N,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5D1
2022209619,7/22/22,17:39:44,COMMUNITY PL,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-725702,5D3
2022209468,7/22/22,14:59:27,BROOKSTONE DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5D3
2022209269,7/22/22,11:22:03,MEADE VILLAGE CIR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-725648,5B2
2022209208,7/22/22,10:22:15,FOREST DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,4A2
2022208914,7/22/22,2:02:59,FORT SMALLWOOD RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-725611,3A3
2022208489,7/21/22,18:02:33,TWIN VW,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-725580,2C2
2022208389,7/21/22,16:46:01,MARLEY AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-725574,2C2
2022208260,7/21/22,14:45:33,MARINE DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-725553,3D2
2022207636,7/20/22,22:38:55,DELRAY CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-725487,5C3
2022207562,7/20/22,20:59:44,SHORE DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-725477,4C3
